Jul  5 23:38:16 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  5 23:38:16 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="962" x-info="http://www.rsyslog.com"] start
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  5 23:38:16 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem89: type=7, attr=0xf, range=[0x00000000ce2aa000-0x00000000ce2b0000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem90: type=4, attr=0xf, range=[0x00000000ce2b0000-0x00000000ce545000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem91: type=7, attr=0xf, range=[0x00000000ce545000-0x00000000ce549000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem92: type=4, attr=0xf, range=[0x00000000ce549000-0x00000000da029000) (186MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem93: type=7, attr=0xf, range=[0x00000000da029000-0x00000000da76d000) (7MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem94: type=2, attr=0xf, range=[0x00000000da76d000-0x00000000da771000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem95: type=3, attr=0xf, range=[0x00000000da771000-0x00000000db574000) (14MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem96: type=0, attr=0xf, range=[0x00000000db574000-0x00000000db60d000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem97: type=0, attr=0xf, range=[0x00000000db60d000-0x00000000db871000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem98: type=9, attr=0xf, range=[0x00000000db871000-0x00000000db890000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem99: type=9, attr=0xf, range=[0x00000000db890000-0x00000000db90d000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem100: type=10, attr=0xf, range=[0x00000000db90d000-0x00000000db9da000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem101: type=10, attr=0xf, range=[0x00000000db9da000-0x00000000dba82000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem102: type=6, attr=0x800000000000000f, range=[0x00000000dba82000-0x00000000dbaa6000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem103: type=6, attr=0x800000000000000f, range=[0x00000000dbaa6000-0x00000000dbb38000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem104: type=6, attr=0x800000000000000f, range=[0x00000000dbb38000-0x00000000dbb3b000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem105: type=6, attr=0x800000000000000f, range=[0x00000000dbb3b000-0x00000000dbb46000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem106: type=5, attr=0x800000000000000f, range=[0x00000000dbb46000-0x00000000dbb4f000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem107: type=5, attr=0x800000000000000f, range=[0x00000000dbb4f000-0x00000000dbb73000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem108: type=4, attr=0xf, range=[0x00000000dbb73000-0x00000000dbb74000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem109: type=10, attr=0xf, range=[0x00000000dbb74000-0x00000000dbbf7000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem110: type=4, attr=0xf, range=[0x00000000dbbf7000-0x00000000dbd42000) (1MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem111: type=3, attr=0xf, range=[0x00000000dbd42000-0x00000000dbfda000) (2MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem112: type=4, attr=0xf, range=[0x00000000dbfda000-0x00000000dbfdf000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem113: type=3, attr=0xf, range=[0x00000000dbfdf000-0x00000000dbfe5000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem114: type=4, attr=0xf, range=[0x00000000dbfe5000-0x00000000dc000000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem115: type=7, attr=0xf, range=[0x0000000100000000-0x0000000120000000) (512MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem116: type=11, attr=0x8000000000000001, range=[0x00000000f0000000-0x00000000f8000000) (128MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem117: type=11, attr=0x8000000000000001, range=[0x00000000fed1c000-0x00000000fed20000) (0MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] efi: mem118: type=11, attr=0x8000000000000001, range=[0x00000000ff000000-0x0000000100000000) (16MB)
Jul  8 15:29:26 node7 kernel: [    0.000000] DMI 2.7 present.
Jul  8 15:29:26 node7 kernel: [    0.000000] DMI: Hewlett-Packard HP Z420 Workstation/1589, BIOS J61 v02.08 10/17/2012
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: update [mem 0x00000000-0x0000ffff] usable ==> reserved
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: remove [mem 0x000a0000-0x000fffff] usable
Jul  8 15:29:26 node7 kernel: [    0.000000] No AGP bridge found
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: last_pfn = 0x120000 max_arch_pfn = 0x400000000
Jul  8 15:29:26 node7 kernel: [    0.000000] MTRR default type: write-back
Jul  8 15:29:26 node7 kernel: [    0.000000] MTRR fixed ranges enabled:
Jul  8 15:29:26 node7 kernel: [    0.000000]   00000-9FFFF write-back
Jul  8 15:29:26 node7 kernel: [    0.000000]   A0000-BFFFF uncachable
Jul  8 15:29:26 node7 kernel: [    0.000000]   C0000-DBFFF write-protect
Jul  8 15:29:26 node7 kernel: [    0.000000]   DC000-DFFFF uncachable
Jul  8 15:29:26 node7 kernel: [    0.000000]   E0000-FFFFF write-protect
Jul  8 15:29:26 node7 kernel: [    0.000000] MTRR variable ranges enabled:
Jul  8 15:29:26 node7 kernel: [    0.000000]   0 base 0000DC000000 mask 3FFFFC000000 uncachable
Jul  8 15:29:26 node7 kernel: [    0.000000]   1 base 0000E0000000 mask 3FFFE0000000 uncachable
Jul  8 15:29:26 node7 kernel: [    0.000000]   2 base 000120000000 mask 3FFFE0000000 uncachable
Jul  8 15:29:26 node7 kernel: [    0.000000]   3 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   4 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   5 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   6 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   7 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   8 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000]   9 disabled
Jul  8 15:29:26 node7 kernel: [    0.000000] x86 PAT enabled: cpu 0, old 0x7040600070406, new 0x7010600070106
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: last_pfn = 0xdc000 max_arch_pfn = 0x400000000
Jul  8 15:29:26 node7 kernel: [    0.000000] found SMP MP-table at [mem 0x000f4bc0-0x000f4bcf] mapped at [ffff8800000f4bc0]
Jul  8 15:29:26 node7 kernel: [    0.000000] initial memory mapped: [mem 0x00000000-0x1fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000] Base memory trampoline at [ffff880000090000] 90000 size 24576
Jul  8 15:29:26 node7 kernel: [    0.000000] Using GB pages for direct mapping
Jul  8 15:29:26 node7 kernel: [    0.000000] init_memory_mapping: [mem 0x00000000-0xdbffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]  [mem 0x00000000-0xbfffffff] page 1G
Jul  8 15:29:26 node7 kernel: [    0.000000]  [mem 0xc0000000-0xdbffffff] page 2M
Jul  8 15:29:26 node7 kernel: [    0.000000] kernel direct mapping tables up to 0xdbffffff @ [mem 0x1fffe000-0x1fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000] init_memory_mapping: [mem 0x100000000-0x11fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]  [mem 0x100000000-0x11fffffff] page 2M
Jul  8 15:29:26 node7 kernel: [    0.000000] kernel direct mapping tables up to 0x11fffffff @ [mem 0xda76f000-0xda770fff]
Jul  8 15:29:26 node7 kernel: [    0.000000] RAMDISK: [mem 0x36248000-0x3711bfff]
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: RSDP 00000000db890000 00024 (v02 HPQOEM)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: XSDT 00000000db890078 0006C (v01 HPQOEM SLIC-WKS 01072009 AMI  00010013)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: FACP 00000000db897048 000F4 (v04 HPQOEM SLIC-WKS 01072009 AMI  00010013)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: DSDT 00000000db890170 06ED6 (v02 HPQOEM SLIC-WKS 00000208 INTL 20051117)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: FACS 00000000dba7ff80 00040
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: APIC 00000000db897140 000C8 (v03 HPQOEM SLIC-WKS 01072009 AMI  00010013)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: MCFG 00000000db897208 0003C (v01 HPQOEM OEMMCFG. 01072009 MSFT 00000097)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: HPET 00000000db897248 00038 (v01 HPQOEM SLIC-WKS 01072009 AMI. 00000005)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: SSDT 00000000db897280 05913 (v01 COMPAQ      WMI 00000001 MSFT 03000001)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: SLIC 00000000db89cb98 00176 (v01 HPQOEM SLIC-WKS 00000001      00000000)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: SSDT 00000000db89cd10 017C9 (v02 HPQOEM   CpuDef 00004000 INTL 20051117)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: SSDT 00000000db89e4e0 6E284 (v02  INTEL    CpuPm 00004000 INTL 20051117)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: ASF! 00000000db90c768 000A5 (v32 INTEL       HCG 00000001 TFSM 000F4240)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: Local APIC address 0xfee00000
Jul  8 15:29:26 node7 kernel: [    0.000000] No NUMA configuration found
Jul  8 15:29:26 node7 kernel: [    0.000000] Faking a node at [mem 0x0000000000000000-0x000000011fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000] Initmem setup node 0 [mem 0x00000000-0x11fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   NODE_DATA [mem 0x11fffc000-0x11fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]  [ffffea0000000000-ffffea00047fffff] PMD -> [ffff88011b600000-ffff88011f5fffff] on node 0
Jul  8 15:29:26 node7 kernel: [    0.000000] Zone ranges:
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA      [mem 0x00010000-0x00ffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA32    [mem 0x01000000-0xffffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   Normal   [mem 0x100000000-0x11fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000] Movable zone start for each node
Jul  8 15:29:26 node7 kernel: [    0.000000] Early memory node ranges
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0x00010000-0x0009ffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0x00100000-0xc8ed2fff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0xc9ed3000-0xdb573fff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0xdbb73000-0xdbb73fff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0xdbbf7000-0xdbffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000]   node   0: [mem 0x100000000-0x11fffffff]
Jul  8 15:29:26 node7 kernel: [    0.000000] On node 0 totalpages: 1026318
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA zone: 64 pages used for memmap
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA zone: 49 pages reserved
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA zone: 3871 pages, LIFO batch:0
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA32 zone: 16320 pages used for memmap
Jul  8 15:29:26 node7 kernel: [    0.000000]   DMA32 zone: 874942 pages, LIFO batch:31
Jul  8 15:29:26 node7 kernel: [    0.000000]   Normal zone: 2048 pages used for memmap
Jul  8 15:29:26 node7 kernel: [    0.000000]   Normal zone: 129024 pages, LIFO batch:31
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: PM-Timer IO Port: 0x408
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: Local APIC address 0xfee00000
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x00] lapic_id[0x00] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x02] lapic_id[0x02] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x04] lapic_id[0x04] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x06] lapic_id[0x06] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x01] lapic_id[0x01] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x03] lapic_id[0x03] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x05] lapic_id[0x05] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC (acpi_id[0x07] lapic_id[0x07] enabled)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x00] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x02] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x04] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x06] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x01] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x03] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x05] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: LAPIC_NMI (acpi_id[0x07] high edge lint[0x1])
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: IOAPIC (id[0x00] address[0xfec00000] gsi_base[0])
Jul  8 15:29:26 node7 kernel: [    0.000000] IOAPIC[0]: apic_id 0, version 32, address 0xfec00000, GSI 0-23
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: IOAPIC (id[0x02] address[0xfec01000] gsi_base[24])
Jul  8 15:29:26 node7 kernel: [    0.000000] IOAPIC[1]: apic_id 2, version 32, address 0xfec01000, GSI 24-47
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level)
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: IRQ0 used by override.
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: IRQ2 used by override.
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: IRQ9 used by override.
Jul  8 15:29:26 node7 kernel: [    0.000000] Using ACPI (MADT) for SMP configuration information
Jul  8 15:29:26 node7 kernel: [    0.000000] ACPI: HPET id: 0x8086a701 base: 0xfed00000
Jul  8 15:29:26 node7 kernel: [    0.000000] SMP: Allowing 8 CPUs, 0 hotplug CPUs
Jul  8 15:29:26 node7 kernel: [    0.000000] nr_irqs_gsi: 64
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000000a0000 - 0000000000100000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000c8ed3000 - 00000000c9ed3000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000db574000 - 00000000db871000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000db871000 - 00000000db90d000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000db90d000 - 00000000dba82000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000dba82000 - 00000000dbb73000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000dbb74000 - 00000000dbbf7000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000dc000000 - 00000000f0000000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000f0000000 - 00000000f8000000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000f8000000 - 00000000fed1c000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000fed1c000 - 00000000fed20000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000fed20000 - 00000000ff000000
Jul  8 15:29:26 node7 kernel: [    0.000000] PM: Registered nosave memory: 00000000ff000000 - 0000000100000000
Jul  8 15:29:26 node7 kernel: [    0.000000] e820: [mem 0xdc000000-0xefffffff] available for PCI devices
Jul  8 15:29:26 node7 kernel: [    0.000000] Booting paravirtualized kernel on bare hardware
Jul  8 15:29:26 node7 kernel: [    0.000000] setup_percpu: NR_CPUS:256 nr_cpumask_bits:256 nr_cpu_ids:8 nr_node_ids:1
Jul  8 15:29:26 node7 kernel: [    0.000000] PERCPU: Embedded 28 pages/cpu @ffff88011fc00000 s83584 r8192 d22912 u262144
Jul  8 15:29:26 node7 kernel: [    0.000000] pcpu-alloc: s83584 r8192 d22912 u262144 alloc=1*2097152
Jul  8 15:29:26 node7 kernel: [    0.000000] pcpu-alloc: [0] 0 1 2 3 4 5 6 7 
Jul  8 15:29:26 node7 kernel: [    0.000000] Built 1 zonelists in Node order, mobility grouping on.  Total pages: 1007837
Jul  8 15:29:26 node7 kernel: [    0.000000] Policy zone: Normal
Jul  8 15:29:26 node7 kernel: [    0.000000] Kernel command line: BOOT_IMAGE=/boot/vmlinuz-3.5.0-23-generic root=UUID=0f81f3d1-4b7a-4d21-a2d2-5c25f323c06a ro quiet splash vt.handoff=7
Jul  8 15:29:26 node7 kernel: [    0.000000] PID hash table entries: 4096 (order: 3, 32768 bytes)
Jul  8 15:29:26 node7 kernel: [    0.000000] __ex_table already sorted, skipping sort
Jul  8 15:29:26 node7 kernel: [    0.000000] xsave/xrstor: enabled xstate_bv 0x7, cntxt size 0x340
Jul  8 15:29:26 node7 kernel: [    0.000000] Checking aperture...
Jul  8 15:29:26 node7 kernel: [    0.000000] No AGP bridge found
Jul  8 15:29:26 node7 kernel: [    0.000000] Calgary: detecting Calgary via BIOS EBDA area
Jul  8 15:29:26 node7 kernel: [    0.000000] Calgary: Unable to locate Rio Grande table in EBDA - bailing!
Jul  8 15:29:26 node7 kernel: [    0.000000] Memory: 3713876k/4718592k available (6828k kernel code, 613320k absent, 391396k reserved, 6342k data, 948k init)
Jul  8 15:29:26 node7 kernel: [    0.000000] SLUB: Genslabs=15, HWalign=64, Order=0-3, MinObjects=0, CPUs=8, Nodes=1
Jul  8 15:29:26 node7 kernel: [    0.000000] Hierarchical RCU implementation.
Jul  8 15:29:26 node7 kernel: [    0.000000] 	RCU dyntick-idle grace-period acceleration is enabled.
Jul  8 15:29:26 node7 kernel: [    0.000000] NR_IRQS:16640 nr_irqs:1152 16
Jul  8 15:29:26 node7 kernel: [    0.000000] Extended CMOS year: 2000
Jul  8 15:29:26 node7 kernel: [    0.000000] vt handoff: transparent VT on vt#7
Jul  8 15:29:26 node7 kernel: [    0.000000] Console: colour dummy device 80x25
Jul  8 15:29:26 node7 kernel: [    0.000000] console [tty0] enabled
Jul  8 15:29:26 node7 kernel: [    0.000000] allocated 16777216 bytes of page_cgroup
Jul  8 15:29:26 node7 kernel: [    0.000000] please try 'cgroup_disable=memory' option if you don't want memory cgroups
Jul  8 15:29:26 node7 kernel: [    0.000000] hpet clockevent registered
Jul  8 15:29:26 node7 kernel: [    0.000000] Fast TSC calibration using PIT
Jul  8 15:29:26 node7 kernel: [    0.004000] Detected 3590.786 MHz processor.
Jul  8 15:29:26 node7 kernel: [    0.000002] Calibrating delay loop (skipped), value calculated using timer frequency.. 7181.57 BogoMIPS (lpj=14363144)
Jul  8 15:29:26 node7 kernel: [    0.000003] pid_max: default: 32768 minimum: 301
Jul  8 15:29:26 node7 kernel: [    0.011609] Security Framework initialized
Jul  8 15:29:26 node7 kernel: [    0.011617] AppArmor: AppArmor initialized
Jul  8 15:29:26 node7 kernel: [    0.011618] Yama: becoming mindful.
Jul  8 15:29:26 node7 kernel: [    0.011807] Dentry cache hash table entries: 524288 (order: 10, 4194304 bytes)
Jul  8 15:29:26 node7 kernel: [    0.012388] Inode-cache hash table entries: 262144 (order: 9, 2097152 bytes)
Jul  8 15:29:26 node7 kernel: [    0.012635] Mount-cache hash table entries: 256
Jul  8 15:29:26 node7 kernel: [    0.012745] Initializing cgroup subsys cpuacct
Jul  8 15:29:26 node7 kernel: [    0.012746] Initializing cgroup subsys memory
Jul  8 15:29:26 node7 kernel: [    0.012751] Initializing cgroup subsys devices
Jul  8 15:29:26 node7 kernel: [    0.012752] Initializing cgroup subsys freezer
Jul  8 15:29:26 node7 kernel: [    0.012753] Initializing cgroup subsys blkio
Jul  8 15:29:26 node7 kernel: [    0.012754] Initializing cgroup subsys perf_event
Jul  8 15:29:26 node7 kernel: [    0.012771] CPU: Physical Processor ID: 0
Jul  8 15:29:26 node7 kernel: [    0.012772] CPU: Processor Core ID: 0
Jul  8 15:29:26 node7 kernel: [    0.012775] ENERGY_PERF_BIAS: Set to 'normal', was 'performance'
Jul  8 15:29:26 node7 kernel: [    0.012775] ENERGY_PERF_BIAS: View and update with x86_energy_perf_policy(8)
Jul  8 15:29:26 node7 kernel: [    0.012777] mce: CPU supports 16 MCE banks
Jul  8 15:29:26 node7 kernel: [    0.012794] CPU0: Thermal monitoring enabled (TM1)
Jul  8 15:29:26 node7 kernel: [    0.012808] using mwait in idle threads.
Jul  8 15:29:26 node7 kernel: [    0.014529] ACPI: Core revision 20120320
Jul  8 15:29:26 node7 kernel: [    0.029199] ftrace: allocating 27653 entries in 109 pages
Jul  8 15:29:26 node7 kernel: [    0.039201] ..TIMER: vector=0x30 apic1=0 pin1=2 apic2=-1 pin2=-1
Jul  8 15:29:26 node7 kernel: [    0.078860] CPU0: Intel(R) Xeon(R) CPU E5-1620 0 @ 3.60GHz stepping 07
Jul  8 15:29:26 node7 kernel: [    0.185344] Performance Events: PEBS fmt1+, 16-deep LBR, SandyBridge events, Intel PMU driver.
Jul  8 15:29:26 node7 kernel: [    0.185349] PEBS disabled due to CPU errata.
Jul  8 15:29:26 node7 kernel: [    0.185350] ... version:                3
Jul  8 15:29:26 node7 kernel: [    0.185351] ... bit width:              48
Jul  8 15:29:26 node7 kernel: [    0.185351] ... generic registers:      4
Jul  8 15:29:26 node7 kernel: [    0.185352] ... value mask:             0000ffffffffffff
Jul  8 15:29:26 node7 kernel: [    0.185353] ... max period:             000000007fffffff
Jul  8 15:29:26 node7 kernel: [    0.185353] ... fixed-purpose events:   3
Jul  8 15:29:26 node7 kernel: [    0.185354] ... event mask:             000000070000000f
Jul  8 15:29:26 node7 kernel: [    0.185469] NMI watchdog: enabled on all CPUs, permanently consumes one hw-PMU counter.
Jul  8 15:29:26 node7 kernel: [    0.185530] Booting Node   0, Processors  #1 #2 #3 #4 #5 #6 #7 Ok.
Jul  8 15:29:26 node7 kernel: [    0.277804] Brought up 8 CPUs
